,corp_name,corp_ticker
2302,한국비엔씨,256840
2303,한국선재,025550
2304,한국아트라스비엑스,023890
2305,한국알콜,017890
2306,한국유니온제약,080720
2307,한국전자금융,063570
2308,한국전자인증,041460
2309,한국정밀기계,101680
2310,한국정보공학,039740
2311,한국정보인증,053300
2312,한국정보통신,025770
2313,한국제5호스팩,271740
2314,한국제6호스팩,281410
2315,한국제7호스팩,291210
2316,디와이씨,310870
2317,한국캐피탈,023760
2318,한국컴퓨터,054040
2319,엠피씨플러스,050540
2320,한국큐빅,021650
2321,한국테크놀로지,053590
2322,한국팩키지,037230
2323,한글과컴퓨터,030520
2324,한네트,052600
2325,한독크린텍,256150
2326,한라IMS,092460
2327,세토피아,222810
2328,스포츠서울,039670
2329,한빛소프트,047080
2330,엑스큐어,070300
2331,자안바이오,221610
2332,한솔인티큐브,070590
2333,한송네오텍,226440
2334,한스바이오메드,042520
2335,한양디지텍,078350
2336,한양이엔지,045100
2337,한일네트웍스,046110
2338,한일단조,024740
2339,한일사료,005860
2340,뉴온,123840
2341,한일화학,007770
2342,한창산업,079170
2343,MDS테크,086960
2344,한컴위드,054920
2345,한컴지엠디,077280
2346,한탑,002680
2347,한프,066110
2348,한화수성스팩,265920
2349,한화에스비아이스팩,317320
2350,한화에이스스팩4호,279410
2351,세림B&G,340440
2352,에이치디,102210
2353,맘스터치,220630
2354,해성산업,034810
2355,해성옵틱스,076610
2356,핸디소프트,220180
2357,행남사,008800
2358,헝셩그룹,900270
2359,헬릭스미스,084990
2360,현대공업,170030
2361,현대바이오,048410
2362,현대사료,016790
2363,현대에이치티,039010
2364,현우산업,092300
2365,현진소재,053660
2366,형지I&C,011080
2367,홈센타홀딩스,060560
2368,홈캐스트,064240
2369,화성밸브,039610
2370,화신정공,126640
2371,이노와이즈,086250
2372,스튜디오산타클로스,204630
2373,화일약품,061250
2374,화진,134780
2375,효성오앤비,097870
2376,비케이홀딩스,050090
2377,휴네시온,290270
2378,휴림로봇,090710
2379,휴마시스,205470
2380,휴맥스,115160
2381,휴맥스홀딩스,028080
2382,휴메딕스,200670
2383,휴비츠,065510
2384,휴온스,243070
2385,휴온스글로벌,084110
2386,휴젤,145020
2387,흥구석유,024060
2388,흥국,010240
2389,흥국에프엔비,189980
2390,희림,037440
2391,힘스,238490
2392,DB금융스팩8호,367340
2393,IBKS제13호스팩,351340
2394,에스에이티이엔지,158300
2395,SK6호스팩,340350
2396,고바이오랩,348150
2397,코스텍시스,355150
2398,네패스아크,330860
2399,넥스틴,348210
2400,블리츠웨이스튜디오,369370
2401,더네이쳐홀딩스,298540
2402,드림씨아이에스,223250
2403,레몬,294140
2404,미래에셋대우스팩 5호,353490
2405,미코바이오메드,214610
2406,고스트스튜디오,950190
2407,바이브컴퍼니,301300
2408,박셀바이오,323990
2409,브랜드엑스코퍼레이션,337930
2410,비나텍,126340
2411,비비씨,318410
2412,서남,294630
2413,서울바이오시스,092190
2414,석경에이티,357550
2415,센코,347000
2416,셀레믹스,331920
2417,소룩스,290690
2418,소마젠,950200
2419,솔브레인,357780
2420,솔트룩스,304100
2421,신도기연,290520
2422,신영스팩6호,344050
2423,아이디피,332370
2424,알체라,347860
2425,압타머사이언스,291650
2426,앱코,129890
2427,에스씨엠생명과학,298060
2428,에이치엠씨제4호스팩,353070
2429,에이치엠씨제5호스팩,353060
2430,에이프로,262260
2431,에프앤가이드,064850
2432,휴럼,284420
2433,씨엔알리서치,359090
2434,하이딥,365590
2435,엔에프씨,265740
2436,엔젠바이오,354200
2437,엔피디,198080
2438,HB솔루션,297890
2439,엠브레인,169330
2440,엠투아이,347890
2441,영림원소프트랩,060850
2442,와이팜,332570
2443,케이엔솔,053080
2444,위더스제약,330350
2445,위드텍,348350
2446,위세아이텍,065370
2447,유안타제7호스팩,367460
2448,이루다,164060
2449,이베스트스팩5호,349720
2450,에코앤드림,101360
2451,이오플로우,294090
2452,이지바이오,353810
2453,인바이오,352940
2454,제놀루션,225220
2455,제이앤티씨,204270
2456,제일일렉트릭,199820
2457,젠큐릭스,229000
2458,지놈앤컴퍼니,314130
2459,카카오게임즈,293490
2460,케이비제20호스팩,342550
2461,케이프이에스제4호,347140
2462,켄코아에어로스페이스,274090
2463,퀀타매트릭스,317690
2464,클리노믹스,352770
2465,티앤엘,340570
2466,티에스아이,277880
2467,티엘비,356860
2468,포인트모바일,318020
2469,프리시젼바이오,335810
2470,플레이디,237820
2471,피엔케이피부임상연구센타,347740
2472,피플바이오,304840
2473,핌스,347770
2474,하나금융15호스팩,341160
2475,하나금융16호스팩,343510
2476,하나기술,299030
2477,한국파마,032300
2478,DB금융스팩9호,367360
2479,HK이노엔,195940
2480,엑스플러스,373200
2481,라이콤,388790
2482,교보11호스팩,397880
2483,나노씨엠에스,247660
2484,네오이뮨텍,950220
2485,대신밸런스제10호스팩,387310
2486,대신밸런스제11호스팩,397500
2487,디어유,376300
2488,딥노이드,315640
2489,라온테크,232680
2490,라이프시맨틱스,347700
2491,래몽래인,200350
2492,레인보우로보틱스,277810
2493,리파인,377450
2494,마음AI,377480
2495,맥스트,377030
2496,모비릭스,348030
2497,바이오다인,314930
2498,바이오플러스,099430
2499,NPX,222160
2500,바이젠셀,308080
2501,뷰노,338220
2502,브레인즈컴퍼니,099390
2503,비트나인,357880
2504,삼성머스트스팩5호,380320
2505,삼성스팩4호,377630
2506,삼영에스앤씨,361670
2507,샘씨엔에스,252990
2508,선진뷰티사이언스,086710
2509,신한제7호스팩,366330
2510,신한제8호스팩,393360
2511,실리콘투,257720
2512,싸이버원,356890
2513,씨앤씨인터내셔널,352480
2514,씨앤투스,352700
2515,씨유테크,376290
2516,씨이랩,189330
2517,아모센스,357580
2518,아스플로,159010
2519,아이퀘스트,262840
2520,아이티아이즈,372800
2521,아이패밀리에스씨,114840
2522,알비더블유,361570
2523,에브리봇,270660
2524,에스앤디,260970
2525,현대ADM,187660
2526,에이비온,203400
2527,에이치피오,357230
2528,에코프로에이치엔,383310
2529,엔비티,236810
2530,엔시스,333620
2531,엔에이치스팩20호,391060
2532,코닉오토메이션,391710
2533,엔에이치스팩22호,396770
2534,엔켐,348370
2535,LB루셈,376190
2536,엠로,058970
2537,오로스테크놀로지,322310
2538,오비고,352910
2539,아티스트유나이티드,321820
2540,와이엠텍,273640
2541,원준,382840
2542,원티드랩,376980
2543,유안타제8호스팩,367480
2544,유일에너테크,340930
2545,유진스팩6호,373340
2546,유진스팩7호,388800
2547,이노뎁,303530
2548,이삭엔지니어링,351330
2549,자이언트스텝,289220
2550,제노코,361390
2551,제주맥주,276730
2552,지니너스,389030
2553,지아이텍,382480
2554,지앤비에스 에코,382800
2555,지오엘리먼트,311320
2556,진시스템,363250
2557,차백신연구소,261780
2558,우리벤처파트너스,298870
2559,쿠콘,294570
2560,큐라클,365270
2561,툴젠,199800
2562,트윔,290090
2563,프레스티지바이오로직스,334970
2564,프롬바이오,377220
2565,플래티어,367000
2566,피엔에이치테크,239890
2567,피코그램,376180
2568,핑거,163730
2569,모비데이즈,363260
2570,하나금융19호스팩,388220
2571,하나금융20호스팩,400560
2572,하나머스트7호스팩,372290
2573,하이제6호스팩,377400
2574,하이제7호스팩,400840
2575,파이버프로,368770
2576,한화플러스제2호스팩,386580
2577,해성산업1우,03481K
2578,해성에어로보틱스,059270
2579,DB금융스팩10호,404950
2580,HPSP,403870
2581,IBKS제17호스팩,405350
2582,벨로크,424760
2583,IBKS제19호스팩,426550
2584,IBKS제20호스팩,439730
2585,IBKS제21호스팩,442770
2586,SAMG엔터,419530
2587,가온칩스,399720
2588,공구우먼,366030
2589,교보12호스팩,421800
2590,교보13호스팩,440790
2591,나래나노텍,137080
2592,넥스트칩,396270
2593,노을,376930
2594,뉴로메카,348340
2595,대명에너지,389260
2596,대성하이텍,129920
2597,대신밸런스제12호스팩,426670
2598,대신밸런스제13호스팩,438220
2599,대신밸런스제14호스팩,442310
2600,더블유씨피,393890
2601,디티앤씨알오,383930
2602,레이저쎌,412350
2603,루닛,328130
2604,모델솔루션,417970
2605,모아데이타,288980
2606,미래에셋비전스팩1호,412930
2607,바이오에프디엔씨,251120
2608,범한퓨얼셀,382900
2609,보로노이,310210
2610,브이씨,365900
2611,비스토스,419540
2612,비씨엔씨,146320
2613,비엔케이제1호스팩,445360
2614,비큐AI,148780
2615,산돌,419120
2616,삼성스팩6호,425290
2617,삼성스팩7호,439250
2618,상상인제3호스팩,415580
2619,새빗켐,107600
2620,샤페론,378800
2621,선바이오,067370
2622,성일하이텍,365340
2623,세아메카닉스,396300
2624,스코넥,276040
2625,스톤브릿지벤처스,330730
2626,신스틸,162300
2627,신영스팩7호,419270
2628,신영스팩8호,430220
2629,신영스팩9호,445970
2630,신한제10호스팩,418210
2631,신한제9호스팩,405640
2632,아셈스,136410
2633,아이씨에이치,368600
2634,알피바이오,314140
2635,애드바이오텍,179530
2636,에스비비테크,389500
2637,메쎄이상,408920
2638,에스케이증권제8호스팩,435870
2639,에이치와이티씨,148930
2640,에이프릴바이오,397030
2641,엔에이치스팩23호,422040
2642,엔에이치스팩24호,437780
2643,엔에이치스팩25호,438580
2644,엔에이치스팩26호,439410
2645,엔에이치스팩27호,440820
2646,엔젯,419080
2647,와이씨켐,112290
2648,오에스피,368970
2649,오토앤,353590
2650,오픈엣지테크놀로지,394280
2651,옵티코어,380540
2652,위니아에이드,377460
2653,유비온,084440
2654,유안타제10호스팩,435380
2655,유안타제9호스팩,430700
2656,유일로보틱스,388720
2657,씨피시스템,413630
2658,유진스팩9호,442130
2659,윤성에프앤씨,372170
2660,이노룰스,296640
2661,이지트로닉스,377330
2662,인벤티지랩,389470
2663,인카금융서비스,211050
2664,저스템,417840
2665,제이아이테크,417500
2666,지투파워,388050
2667,청담글로벌,362320
2668,케이비제21호스팩,424140
2669,케이비제22호스팩,436530
2670,케이비제23호스팩,440200
2671,케이옥션,102370
2672,코난테크놀로지,402030
2673,큐알티,405100
2674,키움제6호스팩,413600
2675,키움제7호스팩,433530
2676,탑머티리얼,360070
2677,티쓰리,204610
2678,티에프이,425420
2679,파인엠텍,441270
2680,펨트론,168360
2681,포바이포,389140
2682,풍원정밀,371950
2683,퓨런티어,370090
2684,플라즈맵,405000
2685,핀텔,291810
2686,핑거스토리,417180
2687,하나금융21호스팩,406760
2688,하나금융22호스팩,418170
2689,하나금융23호스팩,427950
2690,하나금융24호스팩,430230
2691,하나금융25호스팩,435620
2692,한국제10호스팩,409570
2693,한국제11호스팩,436610
2694,한화플러스제3호스팩,430460
2695,DB금융스팩11호,456440
2696,IBKS제22호스팩,448760
2697,IBKS제23호스팩,467930
2698,KB제25호스팩,455250
2699,KB제26호스팩,458320
2700,KB제27호스팩,464680
2701,LB인베스트먼트,309960
2702,LS머트리얼즈,417200
2703,교보14호스팩,456490
2704,교보15호스팩,465320
2705,그린리소스,402490
2706,금양그린파워,282720
2707,기가비스,420770
2708,꿈비,407400
2709,나노팀,417010
2710,나라셀라,405920
2711,대신밸런스제15호스팩,457390
2712,대신밸런스제16호스팩,457630
2713,라온텍,418420
2714,레뷰코퍼레이션,443250
2715,마녀공장,439090
2716,마이크로투나노,424980
2717,메가터치,446540
2718,모니터랩,434480
2719,미래반도체,254490
2720,미래에셋드림스팩1호,442900
2721,미래에셋비전스팩2호,446190
2722,미래에셋비전스팩3호,448830
2723,밀리의서재,418470
2724,바이오인프라,199730
2725,버넥트,438700
2726,뷰티스킨,406820
2727,블루엠텍,439580
2728,비아이매트릭스,413640
2729,빅텐츠,210120
2730,삼기이브이,419050
2731,삼성스팩8호,448740
2732,삼성스팩9호,468510
2733,상상인제4호스팩,452670
2734,샌즈랩,411080
2735,세니젠,188260
2736,센서뷰,321370
2737,셀바이오휴먼텍,318160
2738,슈어소프트테크,298830
2739,스마트레이더시스템,424960
2740,스톰테크,352090
2741,스튜디오미르,408900
2742,시지트로닉스,429270
2743,시큐레터,418250
2744,시큐센,232830
2745,신성에스티,416180
2746,신시웨이,290560
2747,신한제11호스팩,452980
2748,쏘닉스,088280
2749,씨싸이트,109670
2750,씨유박스,340810
2751,아이엠티,451220
2752,알멕,354320
2753,에스바이오메딕스,304360
2754,에스엘에스바이오,246250
2755,에스와이스틸텍,365330
2756,에스케이증권제10호스팩,457940
2757,에스케이증권제9호스팩,455910
2758,에이에스텍,453860
2759,에이엘티,172670
2760,에이직랜드,445090
2761,에이치엠씨제6호스팩,462020
2762,에이텀,355690
2763,에코아이,448280
2764,엑스게이트,356680
2765,엔에이치스팩29호,451700
2766,엔에이치스팩30호,466910
2767,엠아이큐브솔루션,373170
2768,오브젠,417860
2769,오픈놀,440320
2770,와이랩,432430
2771,와이바이오로직스,338840
2772,우듬지팜,403490
2773,워트,396470
2774,유안타제11호스팩,444920
2775,유안타제12호스팩,446150
2776,유안타제13호스팩,449020
2777,유안타제14호스팩,450940
2778,유진테크놀로지,240600
2779,유투바이오,221800
2780,율촌,146060
2781,이노시뮬레이션,274400
2782,이노진,344860
2783,인스웨이브시스템즈,450520
2784,자람테크놀로지,389020
2785,제이엔비,452160
2786,제이오,418550
2787,지아이이노베이션,358570
2788,진영,285800
2789,캡스톤파트너스,452300
2790,컨텍,451760
2791,케이엔에스,432470
2792,코어라인소프트,384470
2793,코츠테크놀로지,448710
2794,퀄리타스반도체,432720
2795,큐라티스,348080
2796,큐로셀,372320
2797,큐리옥스바이오시스템즈,445680
2798,크라우드웍스,355390
2799,키움제8호스팩,446840
2800,토마토시스템,393210
2801,트루엔,417790
2802,티이엠씨,425040
2803,파두,440110
2804,파로스아이바이오,388870
2805,팸텍,271830
2806,퓨릿,445180
2807,프로티아,303360
2808,필에너지,378340
2809,하나26호스팩,446750
2810,하나27호스팩,448370
2811,하나28호스팩,454750
2812,하나29호스팩,454640
2813,하나30호스팩,469880
2814,하이제8호스팩,450050
2815,한국제12호스팩,458610
2816,한국제13호스팩,464440
2817,한선엔지니어링,452280
2818,한싹,430690
2819,한주라이트메탈,198940
2820,한화플러스제4호스팩,455310
2821,화인써키트,127980
2822,KC산업,112190
2823,LPK로보틱스,183350
2824,SGA클라우드서비스,224880
2825,골프존데카,183410
2826,관악산업,076340
2827,구스앤홈,329050
2828,굿센,243870
2829,나눔테크,244880
2830,나라소프트,288490
2831,광동헬스바이오,086220
2832,노드메이슨,317860
2833,노브메타파마,229500
2834,다원넥스뷰,323350
2835,다이노나,086080
2836,다이오진,271850
2837,대동고려삼,178600
2838,대원모방,311840
2839,대주이엔티,114920
2840,더콘텐츠온,302920
2841,데이터스트림즈,199150
2842,이십일스토어,270020
2843,듀켐바이오,176750
2844,드림티엔터테인먼트,220110
2845,디피코,163430
2846,라이프사이언스테크놀로지,285770
2847,럭스피아,092590
2848,로보쓰리에이아이,238500
2849,루켄테크놀러지스,162120
2850,메디쎄이,200580
2851,메디안디노스틱,233250
2852,메디젠휴먼케어,236340
2853,명진홀딩스,267060
2854,미애부,225850
2855,바이오시네틱스,281310
2856,인바이츠바이오코아,216400
2857,바이오프로테크,199290
2858,볼빅,206950
2859,비엔디생활건강,215050
2860,비엔에프코퍼레이션,271780
2861,셀젠텍,258250
2862,수프로,185190
2863,에스엘테라퓨틱스,258540
2864,SK시그넷,260870
2865,썬테크,217320
2866,씨알푸드,236030
2867,씨앗,103660
2868,씨앤에스링크,245450
2869,씨티네트웍스,189540
2870,아이케이세미콘,149010
2871,로지스몬,223220
2872,아퓨어스,149300
2873,안지오랩,251280
2874,앙츠,267810
2875,뿌리깊은나무들,266170
2876,엄지하우스,224810
2877,미래엔에듀파트너,208890
2878,에스알바이오텍,270210
2879,큐러블,086460
2880,에스엠비나,299670
2881,에스제이켐,217910
2882,에스케이씨에스,224020
2883,에이원알폼,234070
2884,에이치엔에스하이텍,044990
2885,에이펙스인텍,207490
2886,엔솔바이오사이언스,140610
2887,엔에스엠,238170
2888,엔에스컴퍼니,224760
2889,엔지브이아이,093510
2890,엘리비젼,276240
2891,엘에이티,311060
2892,엠앤씨생명과학,225860
2893,머니무브,179720
2894,위월드,140660
2895,유니포인트,121060
2896,유쎌,252370
2897,유엑스엔,337840
2898,이노벡스,279060
2899,타스컴,336040
2900,이비테크,208850
2901,이앤에치,341310
2902,이에스산업,241510
2903,이엠티,232530
2904,인터코스,240340
2905,전우정밀,120780
2906,제노텍,066830
2907,지앤이헬스케어,299480
2908,무송지오씨,135160
2909,진코스텍,250030
2910,질경이,233990
2911,청광건설,140290
2912,케미메디,205290
2913,케어룸의료산업,327970
2914,코셋,189350
2915,큐엠씨,136660
2916,크로넥스,215570
2917,탑선,180060
2918,태양기계,116100
2919,테크엔,308700
2920,테크트랜스,258050
2921,티씨엠생명과학,228180
2922,블루탑,191600
2923,티티씨디펜스,309900
2924,틸론,217880
2925,파마리서치바이오,217950
2926,파워풀엑스,266870
2927,EMB,278990
2928,판도라티비,202960
2929,펨토바이오메드,327610
2930,도부마스크,227420
2931,플럼라인생명과학,222670
2932,피노텍,150440
2933,피엔아이컴퍼니,242350
2934,한국미라클피플사,331660
2935,한중엔시에스,107640
2936,오건에코텍,212310
2937,나우코스,257990
2938,HLB사이언스,343090
2939,데이드림엔터,348840
2940,루트락,253610
2941,무진메디,322970
2942,바이오인프라생명과학,266470
2943,씨엔티드림,286000
2944,베른,322190
2945,오션스톤,329020
2946,원포유,122830
2947,폭스소프트,354230
2948,라피치,403360
2949,이성씨엔아이,379390
2950,제이엠멀티,254160
2951,젬,248020
2952,켈스,402420
2953,타임기술,318660
2954,마이크로엔엑스,448780
2955,바스칸바이오제약,354390
2956,아이오바이오,447690
2957,아하,102950
2958,애니메디솔루션,390110
2959,에이아이더뉴트리진,311960
2960,지에프씨생명과학,388610
2961,카이바이오텍,446600
2962,코나솔,176590
2963,코스텍시스템,169670
2964,타이드,346010
2965,탈로스,434190
2966,티엘엔지니어링,413300
2967,퓨쳐메디신,341170
2968,가이아코퍼레이션,296520
2969,길교이앤씨,456700
2970,노보믹스,283100
2971,미쥬,351020
2972,바이오텐,289170
2973,삼미금속,012210
2974,아이엠지티,456570
2975,에피바이오텍,446440
2976,이브이파킹서비스,419700
2977,지슨,289860
2978,큐라켐,456190
2979,태양3C,052960
2980,프로젠,296160
2981,한국피아이엠,448900
2982,마이티 코스피100,159800
2983,RISE 200고배당커버드콜ATM,290080
2984,RISE 200금융,284980
2985,RISE 200선물레버리지,252400
2986,RISE 200선물인버스2X,252420
2987,RISE 200선물인버스,252410
2988,RISE 200,148020
2989,RISE 5대그룹주,105780
2990,RISE ESG사회책임투자,290130
2991,RISE IT플러스,326240
2992,RISE KQ고배당,270800
2993,RISE KRX300,292050
2994,RISE V&S셀렉트밸류,234310
2995,RISE V&S셀렉트밸류채권혼합,241390
2996,RISE 게임테마,300640
2997,RISE 고배당,266160
2998,RISE 국고채3년선물인버스,282000
2999,RISE 국고채3년,114100
3000,RISE 국채선물10년인버스,295020
3001,RISE 국채선물10년,295000
3002,RISE 글로벌테크놀로지(합성 H),276650
3003,RISE 금융채액티브,336160
3004,RISE 내수주플러스,326230
3005,RISE 단기국공채액티브,272560
3006,RISE 단기통안채,196230
3007,RISE 대형고배당10TR,315960
3008,RISE 미국S&P원유생산기업(합성 H),219390
3009,RISE 미국장기국채선물레버리지(합성 H),267490
3010,RISE 미국장기국채선물인버스(H),267450
3011,RISE 미국장기국채선물(H),267440
3012,RISE 수출주,140570
3013,RISE 우량업종대표주,140580
3014,RISE 주식혼합,183710
3015,RISE 중국MSCI China(H),310080
3016,RISE 중국본토대형주CSI100,174360
3017,RISE 중기우량회사채,136340
3018,RISE 중소형고배당,281990
3019,RISE 중장기국공채액티브,272570
3020,RISE 차이나HSCEI(H),250730
3021,RISE 차이나H선물인버스(H),291680
3022,RISE 채권혼합,183700
3023,RISE 코스닥150선물레버리지,278240
3024,RISE 코스닥150선물인버스,275750
3025,RISE 코스닥150,270810
3026,RISE 코스피,302450
3027,RISE 팔라듐선물인버스(H),334700
3028,RISE 팔라듐선물(H),334690
3029,RISE 헬스케어,253280
3030,RISE 헬스케어채권혼합,253290
3031,HANARO 200TR,332930
3032,HANARO 200선물레버리지,304780
3033,HANARO 200선물인버스,306520
3034,HANARO 200,293180
3035,HANARO KRX300,304760
3036,HANARO MSCI Korea TR,332940
3037,HANARO e커머스,322400
3038,HANARO 고배당,322410
3039,HANARO 농업융복합산업,314700
3040,HANARO 코스닥150선물레버리지,306530
3041,HANARO 코스닥150,304770
3042,파워 코스피100,140950
3043,파워 200,152870
3044,파워 고배당저변동성,192720
3045,TIGER 200TR,310960
3046,TIGER 200 산업재,227550
3047,TIGER 200 생활소비재,227560
3048,TIGER 200,102110
3049,TIGER 200IT레버리지,243880
3050,TIGER 200동일가중,252000
3051,TIGER 200선물레버리지,267770
3052,TIGER 200선물인버스2X,252710
3053,TIGER 200에너지화학레버리지,243890
3054,TIGER 200커뮤니케이션서비스,315270
3055,TIGER 200커버드콜OTM,166400
3056,TIGER 200 헬스케어,227540
3057,TIGER 2차전지테마,305540
3058,TIGER KRX300,292160
3059,TIGER K게임,300610
3060,TIGER LG그룹+펀더멘털,138530
3061,TIGER MSCI KOREA ESG리더스,289260
3062,TIGER MSCI KOREA ESG유니버설,289250
3063,TIGER MSCI Korea TR,310970
3064,TIGER 미국S&P500선물(H),143850
3065,TIGER S&P글로벌인프라(합성),269370
3066,TIGER TOP10,292150
3067,TIGER 경기방어,139280
3068,TIGER 경기방어채권혼합,237440
3069,TIGER 골드선물(H),319640
3070,TIGER 구리실물,160580
3071,TIGER 국채3년,114820
3072,TIGER S&P글로벌헬스케어(합성),248270
3073,TIGER 금속선물(H),139310
3074,TIGER 금은선물(H),139320
3075,TIGER 농산물선물Enhanced(H),137610
3076,TIGER 단기채권액티브,272580
3077,TIGER 단기통안채,157450
3078,TIGER 라틴35,105010
3079,TIGER 레버리지,123320
3080,TIGER 리츠부동산인프라,329200
3081,TIGER 모멘텀,147970
3082,TIGER 미국나스닥100,133690
3083,TIGER 미국다우존스30,245340
3084,TIGER 미국달러단기채권액티브,329750
3085,TIGER 미국달러선물레버리지,261110
3086,TIGER 미국달러선물인버스2X,261120
3087,TIGER 미국채10년선물,305080
3088,TIGER 미디어컨텐츠,228810
3089,TIGER 반도체,091230
3090,TIGER 방송통신,098560
3091,TIGER 삼성그룹펀더멘털,138520
3092,TIGER 소프트웨어,157490
3093,TIGER 여행레저,228800
3094,TIGER 우량가치,227570
3095,TIGER 우선주,261140
3096,TIGER 원유선물Enhanced(H),130680
3097,TIGER 유로스탁스배당30,245350
3098,TIGER 은행,091220
3099,TIGER 의료기기,307510
3100,TIGER 인도니프티50레버리지(합성),236350
3101,TIGER 인버스,123310
3102,TIGER 일본니케이225,241180
3103,TIGER 일본엔선물,292560
3104,TIGER 중국소비테마,150460
3105,TIGER 중장기국채,302190
3106,TIGER 증권,157500
3107,TIGER 지주회사,307520
3108,TIGER 차이나항셍25,117690
3109,TIGER 차이나HSCEI,245360
3110,TIGER 코스닥150 레버리지,233160
3111,TIGER 코스닥150,232080
3112,TIGER 코스닥150IT,261060
3113,TIGER 코스닥150바이오테크,261070
3114,TIGER 코스닥150선물인버스,250780
3115,TIGER 코스피대형주,277640
3116,TIGER 코스피중형주,277650
3117,TIGER 코스피,277630
3118,TIGER 헬스케어,143860
3119,TIGER 현대차그룹+펀더멘털,138540
3120,TIGER 화장품,228790
3121,TIGER 글로벌자원생산기업(합성 H),276000
3122,TIGER 200 IT,139260
3123,TIGER 200 건설,139220
3124,TIGER 200 경기소비재,139290
3125,TIGER 200 금융,139270
3126,TIGER 200 에너지화학,139250
3127,TIGER 200 중공업,139230
3128,TIGER 200 철강소재,139240
3129,TIGER 200커버드콜,289480
3130,TIGER KTOP30,228820
3131,TIGER 이머징마켓MSCI레버리지(합성 H),225060
3132,TIGER 미국MSCI리츠(합성 H),182480
3133,TIGER 미국S&P500레버리지(합성 H),225040
3134,TIGER 미국S&P500선물인버스(H),225030
3135,TIGER 미국나스닥바이오,203780
3136,TIGER 단기선진하이일드(합성 H),182490
3137,TIGER 로우볼,174350
3138,TIGER 글로벌4차산업혁신기술(합성 H),275980
3139,TIGER 배당성장,211560
3140,TIGER 원유선물인버스(H),217770
3141,TIGER 유로스탁스레버리지(합성 H),225050
3142,TIGER 유로스탁스50(합성 H),195930
3143,TIGER 일본TOPIX(합성 H),195920
3144,TIGER 차이나CSI300레버리지(합성),204480
3145,TIGER 차이나CSI300인버스(합성),217780
3146,TIGER 차이나CSI300,192090
3147,TIGER 코스피고배당,210780
3148,FOCUS ESG리더스,285690
3149,FOCUS KRX300,292730
3150,KODEX 200TR,278530
3151,KODEX 200 중소형,226980
3152,KODEX 200ESG,337160
3153,KODEX 200exTOP,337150
3154,KODEX 200가치저변동,223190
3155,KODEX 코스피100,237350
3156,KODEX 200동일가중,252650
3157,KODEX 200선물인버스2X,252670
3158,KODEX 2차전지산업,305720
3159,KODEX 3대농산물선물(H),271060
3160,KODEX IT,266370
3161,KODEX 일본TOPIX100,101280
3162,KODEX KRX300레버리지,306950
3163,KODEX KRX300,292190
3164,KODEX KTOP30,229720
3165,KODEX MSCI KOREA ESG유니버설,289040
3166,KODEX MSCI Korea,156080
3167,KODEX MSCI Korea TR,278540
3168,KODEX MSCI모멘텀,275280
3169,KODEX MSCI밸류,275290
3170,KODEX MSCI퀄리티,275300
3171,KODEX S&P글로벌인프라(합성),269420
3172,KODEX MSCI EM선물(H),291890
3173,KODEX TRF3070,329650
3174,KODEX TRF5050,329660
3175,KODEX TRF7030,329670
3176,KODEX Top5PlusTR,315930
3177,KODEX WTI원유선물인버스(H),271050
3178,KODEX WTI원유선물(H),261220
3179,KODEX 게임산업,300950
3180,KODEX 경기소비재,266390
3181,KODEX 고배당,279530
3182,KODEX 골드선물인버스(H),280940
3183,KODEX 골드선물(H),132030
3184,KODEX 구리선물(H),138910
3185,KODEX 국고채3년,114260
3186,KODEX 국채선물3년인버스,292770
3187,KODEX 글로벌로봇(합성),276990
3188,KODEX 기계장비,102960
3189,KODEX 단기변동금리부채권액티브,273140
3190,KODEX 멀티팩터,337120
3191,KODEX 모멘텀Plus,244620
3192,KODEX 미국10년국채선물,308620
3193,KODEX 미국30년국채울트라선물인버스(H),304670
3194,KODEX 미국30년국채울트라선물(H),304660
3195,KODEX 미국S&P500배당귀족커버드콜(합성 H),276970
3196,KODEX 미국S&P500산업재(합성),200030
3197,KODEX 미국S&P500에너지(합성),218420
3198,KODEX 미국나스닥100선물(H),304940
3199,KODEX 미국달러선물레버리지,261250
3200,KODEX 미국달러선물인버스2X,261260
3201,KODEX 미국달러선물인버스,261270
3202,KODEX 미국달러선물,261240
3203,KODEX 미국러셀2000(H),280930
3204,KODEX 미국빅테크10(H),314250
3205,KODEX 미디어&엔터테인먼트,266360
3206,KODEX 바이오,244580
3207,KODEX 반도체,091160
3208,KODEX 배당가치,325020
3209,KODEX 배당성장,211900
3210,KODEX 배당성장채권혼합,237370
3211,KODEX 밸류Plus,244670
3212,KODEX 삼성그룹,102780
3213,KODEX 선진국MSCI World,251350
3214,KODEX 성장주,325010
3215,KODEX 은선물(H),144600
3216,KODEX 은행,091170
3217,KODEX 자동차,091180
3218,KODEX 종합채권(AA-이상)액티브,273130
3219,KODEX 증권,102970
3220,KODEX 차이나CSI300,283580
3221,KODEX 차이나A50,169950
3222,KODEX 차이나H레버리지(H),204450
3223,KODEX 차이나H,099140
3224,KODEX 차이나심천ChiNext(합성),256750
3225,KODEX 최소변동성,279540
3226,KODEX 코스닥150,229200
3227,KODEX 코스닥150레버리지,233740
3228,KODEX 코스닥150선물인버스,251340
3229,KODEX 코스피,226490
3230,KODEX 코스피대형주,337140
3231,KODEX 콩선물(H),138920
3232,KODEX 퀄리티Plus,244660
3233,KODEX 필수소비재,266410
